country_id,country_name,doc_id,path,old_detail_description,old_excerpt,new_detail_description,new_excerpt
2150,Agonda,ChIJASutaCO3vzsROSjaPr7UwRQ,allplaces/2150/top_attractions/ChIJASutaCO3vzsROSjaPr7UwRQ,"Jamming Goat is a laid-back beachfront restaurant located at Utorda Beach, offering a relaxed atmosphere with live music and a variety of small plates and cocktails. The place is known for its scrumptious food cuisines, quirky cocktails like peppered vodka and berry clouds, and the unique experience of dining by the beach where high tides might reach your feet. The restaurant also hosts DJ parties and hippie gatherings. Visitors praise the amazing combination of food, atmosphere concept, and music.  Laid-back beachfront restaurant offering cocktails, tapas & other small plates, plus live music.","Jamming Goat is a laid-back beachfront restaurant located at Utorda Beach, offering a relaxed atmosphere with live music and a variety of small plates and cocktails. The place is known for its scrumpt","Jamming Goat is a relaxed beachfront spot at Utorda Beach, serving cocktails, tapas, and small plates. Enjoy live music, DJ parties, and dining where the tide may touch your feet.","Jamming Goat is a relaxed beachfront spot at Utorda Beach, serving cocktails, tapas, and small plates."
2150,Agonda,ChIJCf3qPRe_2oARNig2Q5EANVc,allplaces/2150/top_attractions/ChIJCf3qPRe_2oARNig2Q5EANVc,"Tortoise Rock Casino is a lively gambling establishment that features slots, table games, live entertainment and a casual eatery. Although it is smaller in size than other casinos, the staff and dealers are friendly and welcoming. Soft drinks at the bar are complimentary, while the café offers delicious food choices. Players can enjoy $3 blackjack games that offer an opportunity to learn how to play without risking too much money.  Large casino providing slots, table games & live entertainment plus a lounge & casual eatery.","Tortoise Rock Casino is a lively gambling establishment that features slots, table games, live entertainment and a casual eatery. Although it is smaller in size than other casinos, the staff and deale","Tortoise Rock Casino offers slots, table games, live shows, and a casual eatery. Friendly staff, free soft drinks, and $3 blackjack games make it a welcoming spot to play and relax.","Tortoise Rock Casino offers slots, table games, live shows, and a casual eatery."
2150,Agonda,ChIJeclqF84EdkgRtKAjTmWFr0I,allplaces/2150/top_attractions/ChIJeclqF84EdkgRtKAjTmWFr0I,"The National Gallery, located in Trafalgar Square, London, is a renowned art museum housing an extensive collection of European paintings from the medieval period to the early 20th century. The gallery features masterpieces by celebrated artists such as Botticelli, Paul Cézanne, Monet, Leonardo da Vinci, Rembrandt, Gainsborough, Turner, Renoir and Van Gogh.  Trafalgar Square art museum whose masterworks trace the development of Western European painting.","The National Gallery, located in Trafalgar Square, London, is a renowned art museum housing an extensive collection of European paintings from the medieval period to the early 20th century. The galler","The National Gallery in Trafalgar Square displays European paintings from medieval times to the early 20th century, featuring works by Botticelli, Monet, da Vinci, Rembrandt, and Van Gogh.","The National Gallery in Trafalgar Square displays European paintings from medieval times to the early 20th century,…"
2150,Agonda,ChIJiZviWF4Xs0ARxYQg881Rt6M,allplaces/2150/top_attractions/ChIJiZviWF4Xs0ARxYQg881Rt6M,"Nestled in the heart of Romania, Bucegi Natural Park is a hidden gem that beckons adventure seekers and nature lovers alike. This mountainous national park boasts stunning rock formations, including the iconic Sphinx, which draw trekkers from far and wide. With its breathtaking glaciers, canyons, caves, and serene lakes, Bucegi rivals renowned destinations like Slovakia's Tatra Mountains and the Alps.  Mountainous national park & nature reserve, home to distinctive, iconic rock formations.","Nestled in the heart of Romania, Bucegi Natural Park is a hidden gem that beckons adventure seekers and nature lovers alike. This mountainous national park boasts stunning rock formations, including t","Bucegi Natural Park in Romania features iconic rock formations like the Sphinx, glaciers, canyons, caves, and lakes. It offers hiking and wildlife viewing in a stunning mountain setting.","Bucegi Natural Park in Romania features iconic rock formations like the Sphinx, glaciers, canyons, caves, and lakes."
2150,Agonda,ChIJn2moOTxbvjsRKbW2KRy9wZ4,allplaces/2150/top_attractions/ChIJn2moOTxbvjsRKbW2KRy9wZ4,"Galgibaga Beach, also known as Turtle Beach, is a secluded shoreline located in South Goa. It is recognized for being a nesting ground for olive turtles and is part of a conservation program aimed at protecting these endangered species. The beach is relatively untouched by tourist activity and offers a serene environment with clear waters, silver sands, and lush coconut trees. Despite its isolation, there are some beach shacks offering seafood and drinks.  Remote shoreline spot with less tourist activity, known for its olive turtle nesting habitat.","Galgibaga Beach, also known as Turtle Beach, is a secluded shoreline located in South Goa. It is recognized for being a nesting ground for olive turtles and is part of a conservation program aimed at","Galgibaga Beach in South Goa is a quiet, pristine shore known for olive turtle nesting. It features clear waters, silver sands, coconut trees, and a few shacks serving seafood, offering a peaceful escape from busy tourist spots.","Galgibaga Beach in South Goa is a quiet, pristine shore known for olive turtle nesting."
2150,Agonda,ChIJscS4YJDAvzsRR8caDBz8_ww,allplaces/2150/top_attractions/ChIJscS4YJDAvzsRR8caDBz8_ww,"The Hotel Mandovi Maruti is a historic establishment located on the banks of the river Mandovi in Panjim, Goa. It holds a significant place in the region's hospitality industry and offers a cozy lounge bar and coffee shop where guests can enjoy specially crafted cocktails and mocktails along with innovative starters. The hotel also provides a mesmerizing view of Panjim from its location near Altinho Hill, which is home to a Hindu temple dedicated to Lord Hanuman.  Hindu temple on Altinho Hill dedicated to Lord Hanuman, with orange-red walls & a February festival.","The Hotel Mandovi Maruti is a historic establishment located on the banks of the river Mandovi in Panjim, Goa. It holds a significant place in the region's hospitality industry and offers a cozy loung","The Hotel Mandovi Maruti in Panjim offers cozy lounges with crafted drinks and starters. It overlooks the Mandovi River and Altinho Hill, home to a vibrant Hanuman temple known for its orange-red walls and February festival.",The Hotel Mandovi Maruti in Panjim offers cozy lounges with crafted drinks and starters.
2084,Cavelossim,ChIJcV-HSZ9MvjsRUX_vIe7a7B4,allplaces/2084/top_attractions/ChIJcV-HSZ9MvjsRUX_vIe7a7B4,"Cavelossim Beach, located in South Goa, is renowned for its unique combination of white sand and black lava rocks, creating a picturesque setting that stands out from other beaches in the area. The relatively small crowds and calm waters make it an ideal spot for swimming and leisurely beach strolls. Visitors can enjoy various facilities such as restaurants, shops, and tourist activities along the shore.  Numerous facilities line this famous beach with restaurants, shops & tourist activities.","Cavelossim Beach, located in South Goa, is renowned for its unique combination of white sand and black lava rocks, creating a picturesque setting that stands out from other beaches in the area. The re","Cavelossim Beach in South Goa features white sand and black lava rocks. Calm waters and fewer crowds make it perfect for swimming and walks. Enjoy nearby restaurants, shops, and activities along the shore.",Cavelossim Beach in South Goa features white sand and black lava rocks.
1854,Saputara,ChIJ1XtSIV8R3jsRj0TeLCPaaiI,allplaces/1854/top_attractions/ChIJ1XtSIV8R3jsRj0TeLCPaaiI,"This garden boasts stunning wooden carvings, pavilions and panoramic valley views. It is home to a wide variety of seasonal blooms which are beautifully maintained. The cafe located on the premises offers expensive items but its taste cannot be commented on as it has not been tried. Visitors can enjoy capturing pictures at picturesque corners of the garden or simply relax while taking in the beauty around them. Entry ticket prices are reasonable at only Rs 10 per person and the step garden is particularly calm and beautiful.  A terraced garden with wooden carvings & pavilions, seasonal blooms & panoramic valley views.","This garden boasts stunning wooden carvings, pavilions and panoramic valley views. It is home to a wide variety of seasonal blooms which are beautifully maintained. The cafe located on the premises of","Explore a terraced garden with wooden carvings, pavilions, and seasonal blooms. Enjoy panoramic valley views and peaceful spots to relax or take photos. Entry costs Rs 10 per person.","Explore a terraced garden with wooden carvings, pavilions, and seasonal blooms."
1854,Saputara,ChIJF_iotMEg3jsRtrLcc9gImao,allplaces/1854/top_attractions/ChIJF_iotMEg3jsRtrLcc9gImao,"Gira Waterfalls is a stunning natural wonder located in Gujarat's hill station. This picturesque waterfall is most active during monsoon season, with a large flow of water that attracts visitors from all over. However, it is advisable to visit after monsoon season, preferably in October when the rain has subsided and the waterfall can be enjoyed fully. The area also boasts a shopping market where visitors can purchase unique local crafts and artifacts made of wood.  Large, picturesque waterfall that gushes during monsoon season & is less active in other seasons.","Gira Waterfalls is a stunning natural wonder located in Gujarat's hill station. This picturesque waterfall is most active during monsoon season, with a large flow of water that attracts visitors from","Gira Waterfalls in Saputara flows powerfully during monsoon, offering stunning views. Visit post-monsoon in October for a calmer experience. Nearby markets sell unique local wooden crafts.","Gira Waterfalls in Saputara flows powerfully during monsoon, offering stunning views."
1854,Saputara,ChIJGwle090z3jsRhUEcxwRNF_M,allplaces/1854/top_attractions/ChIJGwle090z3jsRhUEcxwRNF_M,"Girmal Waterfall is a mesmerizing waterfall located on the Subir-Navapur road, surrounded by jungle and featuring huge flows during monsoon season. While the road leading to it may be easy to miss from the main road, it is worth including in any itinerary when visiting Shabridham. The scenery around the waterfall is breathtaking, even if it happens to be dry at the time of visit. A small trek upstream from the falls provides an opportunity to enjoy even more stunning views.  Falls over a crescent-shaped rock face surrounded by jungle, with huge flows during monsoon season.","Girmal Waterfall is a mesmerizing waterfall located on the Subir-Navapur road, surrounded by jungle and featuring huge flows during monsoon season. While the road leading to it may be easy to miss fro","Girmal Waterfall cascades over a crescent-shaped rock face surrounded by jungle. It swells impressively during monsoon. A short trek upstream reveals more stunning views, making it a must-visit near Saputara.",Girmal Waterfall cascades over a crescent-shaped rock face surrounded by jungle.
1854,Saputara,ChIJOUFtX5IT3jsRN8NaTL9Qou8,allplaces/1854/top_attractions/ChIJOUFtX5IT3jsRN8NaTL9Qou8,"Sunrise Point, also known as Valley Viewpoint, is a popular high-altitude observation point located in Saputara, Gujarat. It offers stunning panoramic views of the green valleys and is especially renowned for its breathtaking sunrise vistas. Although it's named Sunrise Point, visitors can enjoy the picturesque scenery at any time of day. The Tata Consultancy Services has proposed renaming it to Valley View Point to attract more tourists. To reach this vantage point, visitors can take a 1.  High-altitude observation point popular at dawn, with far views over green valleys.","Sunrise Point, also known as Valley Viewpoint, is a popular high-altitude observation point located in Saputara, Gujarat. It offers stunning panoramic views of the green valleys and is especially reno","Sunrise Point in Saputara offers panoramic views of lush green valleys, best enjoyed at dawn. This high-altitude spot provides stunning sunrise vistas and scenic beauty throughout the day.","Sunrise Point in Saputara offers panoramic views of lush green valleys, best enjoyed at dawn."
1854,Saputara,ChIJQUuEG7IR3jsRTrFR0cfCgd8,allplaces/1854/top_attractions/ChIJQUuEG7IR3jsRTrFR0cfCgd8,"Saputara Table Point, also known as Town Viewpoint, is located atop Governor's Hill and offers a flat table-like surface with breathtaking views of the valley and mountains. It's a paradise for adventure enthusiasts, offering activities like camel riding, horse riding, zip lining, and bike tours. Additionally, visitors can embark on a ropeway ride for an unforgettable experience.","Saputara Table Point, also known as Town Viewpoint, is located atop Governor's Hill and offers a flat table-like surface with breathtaking views of the valley and mountains. It's a paradise for advent","Saputara Table Point atop Governor's Hill offers stunning valley and mountain views. Enjoy camel and horse rides, zip lining, bike tours, and a thrilling ropeway ride for adventure and scenic beauty.",Saputara Table Point atop Governor's Hill offers stunning valley and mountain views.
1854,Saputara,ChIJW4l63c0g3jsRrd21kdW5Pbg,allplaces/1854/top_attractions/ChIJW4l63c0g3jsRrd21kdW5Pbg,,,"Waghai Botanical Garden in Saputara showcases diverse plant species and well-maintained landscapes, offering a peaceful retreat for nature lovers and families.","Waghai Botanical Garden in Saputara showcases diverse plant species and well-maintained landscapes, offering a peaceful…"
1854,Saputara,ChIJXZsMerA_3jsRLAH43nREukM,allplaces/1854/top_attractions/ChIJXZsMerA_3jsRLAH43nREukM,,,"Explore Pandava Cave, a historic site linked to the Mahabharata, and enjoy the nearby waterfall surrounded by lush greenery in Saputara.","Explore Pandava Cave, a historic site linked to the Mahabharata, and enjoy the nearby waterfall surrounded by lush…"
1854,Saputara,ChIJc2uPwuiTwjsRozJ6aG2zHKE,allplaces/1854/top_attractions/ChIJc2uPwuiTwjsRozJ6aG2zHKE,,,"Sunrise Point in Saputara offers stunning early morning views as the sun rises over the hills, making it a perfect spot for nature lovers and photographers.","Sunrise Point in Saputara offers stunning early morning views as the sun rises over the hills, making it a perfect spot…"
1854,Saputara,ChIJjdtly18R3jsRdyCj9W6fpKg,allplaces/1854/top_attractions/ChIJjdtly18R3jsRdyCj9W6fpKg,"Saputara Lake, located at the heart of Saputara hill station in Gujarat, is a serene manmade lake surrounded by picturesque landscapes and hills. It is a popular spot for locals and tourists alike, offering tree-shaded areas and boating facilities. The lake features a boat club that promotes tourism and provides entertainment for visitors throughout the year. This recreational center is known for its easy-going atmosphere and is considered one of the most scenic places to visit in Saputara.  Easy-going manmade lake & recreation center popular for boating & featuring tree-shaded areas.","Saputara Lake, located at the heart of Saputara hill station in Gujarat, is a serene manmade lake surrounded by picturesque landscapes and hills. It is a popular spot for locals and tourists alike, of","Saputara Lake is a peaceful manmade lake in Gujarat, surrounded by hills and trees. It offers boating and shaded spots, making it a popular, scenic retreat for visitors year-round.","Saputara Lake is a peaceful manmade lake in Gujarat, surrounded by hills and trees."
1854,Saputara,ChIJryPThWrM4DsRLbprXZApbm4,allplaces/1854/top_attractions/ChIJryPThWrM4DsRLbprXZApbm4,"Vanganga Garden is a spacious and charming park filled with lush greenery, children's activities, and a picturesque lake complete with boats for hire. The park offers plenty of small rides for kids to enjoy, as well as snacks available at the gate. Although the on-site restaurant is currently closed due to COVID-19 restrictions, visitors can bring their own picnic supplies and toys to make the most of this lovely space.  Peaceful & leafy garden with flower beds, kids' activities & a lake with boats for hire.","Vanganga Garden is a spacious and charming park filled with lush greenery, children's activities, and a picturesque lake complete with boats for hire. The park offers plenty of small rides for kids to","Vanganga Garden in Saputara offers lush greenery, flower beds, a lake with boats, and fun rides for kids. Bring your own picnic to enjoy this peaceful park with plenty of space for family activities.","Vanganga Garden in Saputara offers lush greenery, flower beds, a lake with boats, and fun rides for kids."
1402,Chamba,ChIJ11oUOc-9HDkRaERhRuK0vaA,allplaces/1402/top_attractions/ChIJ11oUOc-9HDkRaERhRuK0vaA,"The Bhuri Singh Museum, established in 1975, is located in the heart of Chamba, Himachal Pradesh. Named after Raja Bhuri Singh, a former ruler of Chamba, this museum showcases the region's rich cultural and historical heritage. Housed in a colonial-era building, it features a diverse collection of antiques, artwork, sculptures, manuscripts and archaeological artifacts.  Built in 1975, this museum houses art & exhibits focusing on the history & culture of Chamba.","The Bhuri Singh Museum, established in 1975, is located in the heart of Chamba, Himachal Pradesh. Named after Raja Bhuri Singh, a former ruler of Chamba, this museum showcases the region's rich cultur","The Bhuri Singh Museum in Chamba displays art, sculptures, manuscripts, and artifacts that highlight the region's history and culture. Housed in a colonial-era building, it offers a deep dive into Chamba's heritage.","The Bhuri Singh Museum in Chamba displays art, sculptures, manuscripts, and artifacts that highlight the region's…"
1402,Chamba,ChIJAY8kN2qWHDkRcyvD-PcyThA,allplaces/1402/top_attractions/ChIJAY8kN2qWHDkRcyvD-PcyThA,"Nestled in the enchanting town of Khajjiar within Himachal Pradesh's Chamba district, Khajjiar Lake is a stunning natural gem that draws travelers with its serene charm and picturesque surroundings. Often dubbed the 'Mini Switzerland of India,' this mid-altitude lake is embraced by lush meadows, towering cedar trees, and majestic snow-capped mountains, creating a breathtaking landscape reminiscent of European vistas.  Cedar trees & other greenery surround this mid-altitude lake set amid rolling hills & meadows.","Nestled in the enchanting town of Khajjiar within Himachal Pradesh's Chamba district, Khajjiar Lake is a stunning natural gem that draws travelers with its serene charm and picturesque surroundings. O","Khajjiar Lake in Chamba is a serene mid-altitude lake surrounded by cedar trees, rolling meadows, and snow-capped mountains, offering a peaceful natural retreat often called the 'Mini Switzerland of India.'","Khajjiar Lake in Chamba is a serene mid-altitude lake surrounded by cedar trees, rolling meadows, and snow-capped…"
1402,Chamba,ChIJF8-F7X9FGzkRFp4vxfi57rc,allplaces/1402/top_attractions/ChIJF8-F7X9FGzkRFp4vxfi57rc,"Nestled in the picturesque town of Kangra, the Shaktipeeth Shri Vajreshwari Devi Temple stands as a testament to both spiritual devotion and architectural beauty. This revered Hindu shrine is dedicated to Goddess Vajreshwari and is one of the 51 Shakti Peethas, believed to be where a part of Goddess Sati fell according to ancient legends.  This rebuilt Hindu temple is dedicated to the goddess Vajreshvari & features a drum house.","Nestled in the picturesque town of Kangra, the Shaktipeeth Shri Vajreshwari Devi Temple stands as a testament to both spiritual devotion and architectural beauty. This revered Hindu shrine is dedicate","Shaktipeeth Shri Bajreshwari Devi Temple in Kangra honors Goddess Vajreshwari. This sacred Hindu shrine, one of 51 Shakti Peethas, features a drum house and showcases spiritual and architectural beauty.",Shaktipeeth Shri Bajreshwari Devi Temple in Kangra honors Goddess Vajreshwari.
1402,Chamba,ChIJMZmfQpiWHDkRlgygibHFClc,allplaces/1402/top_attractions/ChIJMZmfQpiWHDkRlgygibHFClc,"Nestled in the picturesque Chamba district of Himachal Pradesh, Kalatop Wildlife Sanctuary is a serene haven for nature enthusiasts and adventure seekers alike. Located just 10 km from Dalhousie, this sanctuary boasts an array of wildlife, including bears and leopards, along with a vibrant bird population. Established in 1958, it has become one of India's most cherished wildlife sanctuaries. Visitors can explore scenic trekking trails that wind through lush greenery while soaking in breathtaking views.  Hilltop nature area, home to bears, leopards & many birds, plus trekking trails & a guest house.","Nestled in the picturesque Chamba district of Himachal Pradesh, Kalatop Wildlife Sanctuary is a serene haven for nature enthusiasts and adventure seekers alike. Located just 10 km from Dalhousie, this","Kalatop Wildlife Sanctuary in Chamba offers trekking trails through lush forests. Spot bears, leopards, and diverse birds while enjoying scenic hilltop views. A guest house is available for visitors.",Kalatop Wildlife Sanctuary in Chamba offers trekking trails through lush forests.
1402,Chamba,ChIJNaOVi2qWHDkRsW3oGWQomEo,allplaces/1402/top_attractions/ChIJNaOVi2qWHDkRsW3oGWQomEo,"Nestled in the picturesque landscape of Khajjiar, the Khajji Nag Temple is a stunning 12th-century Hindu shrine that beautifully showcases intricate wood carvings and a blend of architectural styles influenced by both Hindu and Muslim traditions. This ancient temple holds significant religious importance, featuring idols of revered deities such as Lord Shiva, Hidimba, and representations of the Pandavas. The serene atmosphere makes it an ideal spot for couples seeking romance amidst history.  12th-century Hindu temple dedicated to snakes & decorated with ornate wood carvings.","Nestled in the picturesque landscape of Khajjiar, the Khajji Nag Temple is a stunning 12th-century Hindu shrine that beautifully showcases intricate wood carvings and a blend of architectural styles i","Khajji Nag Temple, a 12th-century Hindu shrine in Khajjiar, features intricate wood carvings and blends Hindu-Muslim architecture. It houses idols of Lord Shiva, Hidimba, and the Pandavas, offering a peaceful, historic setting.","Khajji Nag Temple, a 12th-century Hindu shrine in Khajjiar, features intricate wood carvings and blends Hindu-Muslim…"
